id,company_en,company_cn,url,agent_reason
official_563,"SUZHOU SHENGYI MOTOR CO., LTD.",苏州盛亿电机有限公司,https://www.syimotor.com,"[phase A, unsure] Site de Suzhou Shengyi Motor Co., Ltd. mais caractères chinois différents (苏州圣毅电机有限公司 sur le site vs 苏州盛亿电机有限公司 pour l'exposant) — homophone « Shengyi » en pinyin mais entreprises distinctes ; même ville (Suzhou) et même secteur (moteurs e-bike)"
official_567,"SUZHOU XIONGDA ELECTRIC MACHINE CO., LTD.",苏州雄大电机有限公司,http://www.xiongdamotor.com.cn,"[phase A, unsure] injoignable pour l'agent mais répond en curl : Le domaine xiongdamotor.com.cn redirige vers une page d'erreur 404 générique du réseau Alibaba (icbu-shipping-guide) — contenu non lié à l'exposant, site mort/mal configuré"
official_575,"HENAN YICHUAN NEW ENERGY TECHNOLOGY CO., LTD.",河南一川新能源科技有限公司,https://www.ananda-drive.com,"[phase A, unsure] URL identique à official_560 (ananda-drive.com), site de Ananda Drive Technology (Shanghai) Co., Ltd. — la marque ANANDA et le secteur (hub/mid-drive motors e-bike) correspondent au scope déclaré, mais l'exposant est HENAN YICHUAN NEW ENERGY TECHNOLOGY (河南一川新能源科技), une entreprise distincte dont l'affiliation en tant que licencié de la marque ANANDA n'est pas confirmée sur le site"
official_582,"AIKEMA ELECTRIC DRIVE SYSTEM (SUZHOU) CO., LTD.",爱克玛电驱动系统（苏州）有限公司,https://www.tongsheng-e.com,"[phase A, unsure] injoignable pour l'agent mais répond en curl : Site en single-page application (JS pur, div#app vide) : ni WebFetch ni curl n'ont pu extraire un contenu textuel exploitable pour identifier l'entreprise (budget de 2 tentatives épuisé)"
official_586,"ZHONGSHAN SHIBAO NEW ENERGY CO., LTD.",中山市世豹新能源有限公司,https://spardbatt.com,"[phase A, unreachable] Le domaine spardbatt.com redirige vers une page de vérification/captcha (« sgcaptcha ») sans contenu exploitable ; WebFetch n'a également renvoyé aucun contenu (budget de 2 tentatives épuisé)"
official_611,"CIXI HUIYE MACHINERY TECHNOLOGY CO., LTD.",慈溪惠业机械科技有限公司,https://www.huiye.com,"Site « Huiye IoT Technology Co., Ltd. » basé à Shanghai (Xuhui) vendant traceurs GPS et ordinateurs de vélo pour e-bikes/e-scooters — marque Huiye et catégorie de produits cohérentes avec le scope, mais ville (Shanghai vs Cixi) et suffixe de raison sociale (IoT Technology vs Machinery Technology) diffèrent de l'exposant 慈溪惠业机械科技有限公司"
official_671,"JINHUA VISION INDUSTRY CO., LTD.",金华卓远实业有限公司,https://www.veken-tech.com,"[phase A, mismatch] veken-tech.com est le site du groupe coté 维科技术股份有限公司, avec bases uniquement à Ningbo/Dongguan/Nanchang ; aucune mention de Jinhua ni de 金华卓远实业有限公司"
official_686,"YANGZHONG XINFU VEHICLE PARTS CO., LTD.",扬中市新富车辆配件有限公司,http://www.mxusebikekit.com,"[phase A, unsure] Page contact : « CHANGZHOU MXUS IMP&EXP CO., LTD » (Changzhou) — marque MXUS et produits (moteurs/kits e-bike) correspondent exactement au scope, mais la raison sociale et la ville diffèrent de l'exposant (扬中市新富车辆配件有限公司, Yangzhong) ; probable entité commerciale/liée sans confirmation"
official_881,VEE RUBBER CORPORATION LID.,VEE RUBBER CORPORATION LID.,https://veetireco.com,"[phase A, unreachable] WebFetch et curl renvoient une page vide/redirection anti-bot (sgcaptcha) sur veetireco.com, aucun contenu lisible"
official_1036,"NINGBO JINTA IMPORT AND EXPORT CO., LTD.",宁波金达进出口有限公司,http://www.jintachina.com,"Le domaine jintachina.com redirige vers jintanb.com, qui affiche 宁波金泰进出口有限公司 (Ningbo Jintai) alors que le cn fourni est 宁波金达进出口有限公司 (Ningbo Jinda) — nom proche mais différent ; même ville et mêmes produits (cadenas vélo/moto)"
official_1040,"NANTONG ZOMART SPORTS TECHNOLOGY CO., LTD.",南通卓玛特运动科技有限公司,http://zomart.cn/,injoignable pour l'agent mais répond en curl : WebFetch (certificat expiré) et curl (contenu binaire illisible/compressé) ne permettent pas de lire zomart.cn
official_1091,"XIAMEN BAIYEXING OUTDOOR PRODUCTS CO., LTD.",厦门佰业兴户外用品有限公司,https://byxbike.com,"[phase A, unreachable] byxbike.com ne résout pas (DNS SERVFAIL), domaine injoignable"
official_1093,"SENICX TECHNOLOGY (SHANGHAI) CO., LTD.",驭勇科技（上海）有限公司,https://senicxtech.com,"[phase A, unsure] Marque et produits (manivelles, boîtiers de pédalier, plateaux, poulies de courroie) conformes au scope, mais aucune raison sociale chinoise confirmée, page /about-us en 404, et contact affiché avec une adresse email placeholder suspecte (admin@bb.madsadworld.xyz)"
official_1103,SHIMANO (SHANGHAI) SALES CORPORATION,禧玛诺（上海）贸易有限公司,https://www.shimano.com,"[phase A, unsure] injoignable pour l'agent mais répond en curl : WebFetch (403 Forbidden) et curl (Access Denied, protection Akamai) bloquent tout accès au contenu de shimano.com"
official_1107,"TIANJIN FUSHENGDA SPORTS &amp; LEISURE EQUIPMENT CO., LTD.",天津福盛达运动器材有限公司,http://www.fsdbike.com/,injoignable pour l'agent mais répond en curl : Certificat SSL expiré en WebFetch ; curl renvoie un contenu binaire compressé illisible (pas de titre/texte exploitable). Budget de 2 tentatives épuisé.
official_1108,"GATES TRADE (SHANGHAI) CO., LTD.",盖茨贸易（上海）有限公司,https://www.gates.com,"injoignable pour l'agent mais répond en curl : WebFetch bloqué (403) ; curl bloqué par le challenge bot Cloudflare (""Sorry, you have been blocked""). Page illisible avec le budget de 2 tentatives."
official_1119,RETYRE AS,reTyre AS,https://www.shimano.com,"[phase A, mismatch] shimano.com est le site corporate mondial de Shimano Inc. (fabricant japonais de composants cyclistes, notoire), sans rapport avec RETYRE AS (start-up norvégienne de bandes de roulement modulaires pour pneus). Page bloquée (403/Access Denied par Akamai) mais l'identité du domaine est sans ambiguïté et ne correspond pas à l'exposant."
official_1120,"JIRE (WENZHOU) COMMERCIAL AND TRADING CO., LTD.",吉热（温州）商贸有限公司,http://www.grbike.com.cn/,"injoignable pour l'agent mais répond en curl : WebFetch 403 ; curl renvoie une page quasi vide (site en JavaScript côté client, aucun contenu exploitable) avec le budget de 2 tentatives."
official_1132,"KUNSHAN CITY SANHAL ELECTRICAL CO., LTD.",昆山市三海机电有限公司,https://honesh.com/,injoignable pour l'agent mais répond en curl : Certificat SSL expiré en WebFetch ; curl ne renvoie aucun contenu. Budget de 2 tentatives épuisé.
official_1145,"SHENZHEN CHUANG XIN WEI BICYCLE CO., LTD.",深圳市创新维自行车有限公司,https://www.forever-bike.com,"[phase A, mismatch] forever-bike.com est le site de Shanghai Forever Imp.&Exp. Co. (groupe Zhonglu), propriétaire de la marque historique chinoise Forever (永久), basé à Shanghai. Aucun rapport avec SHENZHEN CHUANG XIN WEI BICYCLE CO. (Shenzhen), dont la marque déclarée est ""FOREVER NEW ENERGY"" (marque d'export distincte) - autre entreprise, autre ville."
official_1146,"S-RIDE BICYCLE COMPONENTS (FOSHAN) CO., LTD.",速瑞达自行车零件（佛山）有限公司,https://www.csttires.com,"[phase A, unsure] csttires.com est la vitrine pneus (voiture/moto/vélo/quad) de CST, sans mention de groupsets/dérailleurs/roues libres ni de la société S-RIDE BICYCLE COMPONENTS (FOSHAN). Même secteur (composants cycles sous marque CST) mais gamme de produits différente (pneus vs transmission) et nom d'entreprise non confirmé."
official_1149,"SHENZHEN MINJUN ELECTRONIC TECHNOLOGY CO., LTD.",深圳市旻君电子科技有限公司,https://www.selleroyal.com,"[phase A, mismatch] selleroyal.com est le site corporate mondial de Selle Royal Group S.p.A. (Italie, TVA IT01577350240), sans rapport avec SHENZHEN MINJUN ELECTRONIC TECHNOLOGY CO. (Shenzhen), l'exposant réellement déclaré - autre entreprise, autre pays."
official_1153,"NINGBO C.STAR TECHNOLOGY CO., LTD. / NINGBO POWER BICYCLE COMPONENTS CO., LTD.",宁波彰星智能科技有限公司/宁波力盟机械有限公司,https://www.fullspeedahead.com,"[phase A, unsure] injoignable pour l'agent mais répond en curl : WebFetch 403 ; curl bloqué par ""Access Denied"" (Akamai). Budget de 2 tentatives épuisé pour fullspeedahead.com."
official_1156,FSA S.R.L.,FSA S.R.L.,https://www.fullspeedahead.com/en/,"injoignable pour l'agent mais répond en curl : WebFetch 406 Not Acceptable ; curl bloqué par ""Access Denied"" (Akamai). Budget de 2 tentatives épuisé pour fullspeedahead.com/en/."
official_1164,迪脉（上海）企业管理有限公司,迪脉（上海）企业管理有限公司,https://www.decathlon.com.cn/,injoignable pour l'agent mais répond en curl : WebFetch 406 Not Acceptable ; curl renvoie une page anti-bot obfusquée en JavaScript sans contenu exploitable. Budget de 2 tentatives épuisé.
official_1168,"SENSAH SMART SPORT EQUIPMENTS CO., LTD.",广东顺德顺泰智能运动器材有限公司,https://www.sensahsmart.com/,"injoignable pour l'agent mais répond en curl : Page d'accueil vide, gabarit générique '首页-企业官网' sans nom d'entreprise ; tentative sur /en/about renvoie un script page404. Aucune information exploitable en 2 essais."
official_1169,"NINGBO TOPRIGHT LEISURE PRODUCTS CO., LTD.",宁波途锐达休闲用品有限公司,http://www.topright.com.cn/,"injoignable pour l'agent mais répond en curl : WebFetch : certificat SSL ne correspond pas au domaine (délivré pour *.fkw.com, plateforme chinoise de création de site) ; curl http renvoie un contenu compressé illisible. Impossible de vérifier le contenu réel."
official_1170,SHENZHEN JIAWO BICYCLE FACTORY,深圳市佳沃自行车厂,https://www.javabikes.com/,Site d'une marque de vélos ('创新维自行车' / Java Bikes) mais aucune mention de JIAWO / 佳沃自行车厂 nulle part sur la page d'accueil ; même secteur (vélos) mais nom différent.
official_1174,HEMC INTERNATIONAL LIMITED,谷圍有限公司,https://sensah.net,"[phase A, unsure] injoignable pour l'agent mais répond en curl : HTTP 403, page de challenge Cloudflare (JS requis), contenu illisible."
official_1181,"TIANJIN WEIWANGDA TECHNOLOGY DEVELOPMENT CO., LTD.",天津市伟旺达科技发展有限公司,https://www.weiwangda.com,"Marque WEIWANGDA/伟旺达 présente, mais société différente : 广东伟旺达科技股份有限公司, siège à Dongguan (Guangdong), alors que l'exposant est 天津市伟旺达科技发展有限公司 à Tianjin. Même nom de marque, entité et ville différentes."
official_1262,"HEBEI HENGCHI BICYCLE PARTS (GROUP) CO., LTD.",河北恒驰自行车零件（集团）有限公司,http://www.hengchi.com,"injoignable pour l'agent mais répond en curl : connect ECONNREFUSED sur le domaine, page inaccessible."
official_1274,"XINGTAI JIUQI CYCLES CO., LTD.",邢台市久骐车业有限公司,http://www.jiuqibicycle.com,"injoignable pour l'agent mais répond en curl : connect ECONNREFUSED sur le domaine, page inaccessible."
official_1280,"XINGTAI OUMEIYA CYCLE CO., LTD.",邢台欧美亚车业有限公司,http://www.oumeiya.com,"injoignable pour l'agent mais répond en curl : connect ECONNREFUSED sur le domaine, page inaccessible."
official_1394,"SHENZHEN YI PAIER ELECTRONIC TECHNOLOGY CO., LTD.",深圳市易派尔电子科技有限公司,https://www.somtaoptical.com,"[phase A, unsure] Le site (somtaoptical.com) est celui de ""Somta Optical Factory"" à Guangzhou ; l'exposant est ""Shenzhen Yi Paier Electronic Technology Co., Ltd."", nom et ville différents malgré la marque SOMTA en commun."
official_1404,"WUHAN QIWU TECHNOLOGY CO., LTD.",武汉齐物科技有限公司,https://fengyu-julia.en.made-in-china.com,"[phase A, unsure] La fiche made-in-china pointée est celle de ""Changzhou Fengyu Hardware Technology Co., Ltd."" (paniers/porte-bagages) ; l'exposant ""Wuhan Qiwu Technology Co., Ltd."" n'apparaît nulle part sur la page, seul le secteur/produit correspond."
official_1436,"ZHEJIANG ZHONGLI GROUP CO., LTD.",浙江中立集团有限公司,https://www.zolilock.com,"[phase A, unsure] injoignable pour l'agent mais répond en curl : zolilock.com renvoie une erreur 403 (WebFetch et curl), page inaccessible."
official_1446,"HUIZHOU LANOVA OUTDOOR PRODUCTS CO., LTD.",惠州市乐德沃户外用品有限公司,https://www.zolilock.com,"[phase A, unsure] injoignable pour l'agent mais répond en curl : zolilock.com renvoie une erreur 403 (WebFetch et curl), page inaccessible."
official_1479,"CANGZHOU KMT TECHNOLOGY CO., LTD.",沧州康美特科技有限公司,http://www.stanley-foam.com,"injoignable pour l'agent mais répond en curl : stanley-foam.com renvoie une page d'erreur système (PHP exception) en HTTP, et une réponse vide en HTTPS ; contenu illisible après plusieurs tentatives."
official_1494,"HANGZHOU SIKE BOYU BROTHERS CLOTHING CO., LTD.",杭州丝科博煜兄弟服饰有限公司,http://www.topowsports.com,"injoignable pour l'agent mais répond en curl : topowsports.com bloqué par une protection Cloudflare (challenge JS, HTTP 403) via WebFetch et curl, y compris sur /about.html."
official_1537,"TIANJIN OVERFLY VEHICLE CO., LTD.",天津飞越车业有限公司,http://www.overflybike.com,"Titre de page : ""Zhejiang Overfly Electric Vehicle Co., Ltd"" — même marque OVERFLY et même secteur (e-bikes) que l'exposant, mais province différente (Zhejiang vs Tianjin) et nom différent."
official_1576,"DONGGUAN HONGTU SPORTING CO., LTD.",东莞市宏途运动用品有限公司,https://hongtubike.com,"Site confirme ""Hebei Hongtu Cycle Co., Ltd."", Guangzong, Hebei — même marque HONGTU et même secteur (vélos) que l'exposant, mais ville et raison sociale différentes (Dongguan Hongtu Sporting Co., Ltd.)."
ocr_java,JAVA,JAVA,https://www.javabikes.cn,"[phase A, unreachable] Domaine www.javabikes.cn : échec DNS (ENOTFOUND / résolution impossible)"
official_784,"CYCLISTS' NETWORKING SPORTS TECHNOLOGY CO., LTD.",骑友网（杭州）体育科技有限公司,https://cyclists.com,"cyclists.com se présente comme ""The Global Library of Great Cycling Routes"" (plateforme d'itinéraires cyclistes GPX, sorties collectives) — secteur et modèle identiques au scope de l'exposant (plateforme d'itinéraires vélo, pas fabricant), mais aucune mention du nom chinois 骑友网 ni de Hangzhou pour confirmer que c'est la même société"
